Date,Hide1,Hide2,Hide3,Hide4,Hide5,Hide6,Hide7,Hide8,Hide9,Hide10,Hide11,Hide12,Hide13,Hide14,Hide15,Hide16,Hide17,Hide18,Hide19,Hide20,Hide21,Hide22,Hide23,Hide24,Hide25,Hide26,Hide27,Hide28,Hide29,Hide30,Hide31,Hide32,Hide33,Hide34,Hide35,Hide36,Hide37,Hide38,Hide39,Hide40,Hide41,Hide42,Hide43,Hide44,Hide45,Hide46,Hide47,Hide48,Hide49,Hide50,Hide51,Hide52,Hide53,Hide54,Hide55,Hide56,Hide57,Hide58,Hide59,Hide60,Hide61,Hide62,Hide63,Hide64,Hide65,Hide66,Hide67,Hide68,Hide69,Hide70,Hide71,Hide72,Hide73,Hide74,Hide75,Hide76,Hide77,Hide78,Hide79,Hide80,Hide81,Hide82,Hide83,Hide84,Hide85,Hide86,Hide87,Hide88,Hide89,Hide90,Hide91,Hide92,Hide93,Hide94,Hide95,Hide96,Hide97,Hide98,Hide99,Hide100,Hide101,Hide102,Hide103,Hide104,Hide105,Hide106,Hide107,Hide108,Hide109,Hide110,Hide111,Hide112,Hide113,Hide114,Hide115,Hide116,Hide117,Hide118,Hide119,Hide120,Hide121,Hide122,Hide123,Hide124,Hide125,Hide126,Hide127,Hide128,Hide129,Hide130,Hide131,Hide132,Hide133,Hide134,Hide135,Hide136,Hide137,Hide138,Hide139,Hide140,Hide141,Hide142,Hide143,Hide144,Hide145,Hide146,Hide147,Hide148,Hide149,Hide150,Hide151,Hide152,Hide153,Hide154,Hide155,Hide156,Hide157,Hide158,Hide159,Hide160,Hide161,Hide162,Hide163,Hide164,Hide165,Hide166,Hide167,Hide168,Hide169,Hide170,Hide171,Hide172,Hide173,Hide174,Hide175,Hide176,Hide177,Hide178,Hide179,Hide180,Hide181,Hide182,Hide183,Hide184,Hide185,MOVEMENT
2018.11.02,1.1402,1.13135,99252,1.14024,1.14238,1.13123,1.3159,1.2825,27412,1.3093,1.3109,1.2797,1.21698,1.21509,15898,1.21703,1.21747,1.2136,1.16859,1.16944,2250,1.16861,1.16957,1.16861,1,1,0.71364653,0.62062257,0.62062257,0.54779622,0.48480243,0.37150621,0.34901532,0.38384536,0.30389808,0.31742473,0.36470238,0.36401508,0.38012374,0.3793902,0.39137017,0.41970408,0.42262118,0.43667893,0.42746914,0.47562168,0.47562168,0.47740147,0.47740147,0.47575228,0.46899273,1.13740964,1.14022131,1.15312539,1.16156231,1.136536,1.140391,1.14387643,1.146418,1.152156,1.1570212,1.1588892,1.18668845,1.1373644,1.14015638,1.14242128,1.14528132,1.14870593,1.15303818,1.1614773,1.17002632,1.13622267,1.13790764,1.1400359,1.14290043,1.1462637,1.15211114,1.15595902,1.16878287,1.14294569,1.13956109,1.14485209,1.14782154,1.15088563,1.1546469,1.161325,1.17000165,1.16607726,-0.00619581,-0.00056188,-0.0035422,-0.01079736,-0.00586346,-0.00163216,-0.01266173,-0.01262249,-0.00570647,-0.00525479,-0.00512239,-0.00445206,-0.00389022,0.00492922,0.00562424,-0.00618402,42.76234614,43.06194941,43.51188764,43.8908902,43.62537759,42.78377866,42.67062726,99.02297104,99.04967077,99.04370519,98.94774592,98.9959376,100.2532269,98.81186574,99.56687275,98.5258792,0.00586005,0.00585535,0.00736115,0.00636021,0.00579303,-35.69471896,-119.6530565,-140.5134969,-17.36419609,-52.92110554,-141.10326,-55.89741758,-12.27115636,-3.992136,-134.8300246,1.139745,1.147625,1.142565,-0.00106163,-0.00140956,0.00039487,12.98336574,4.32778858,30.56968464,36.36183845,43.58304465,1.13065275,1.12782309,1.15445584,1.15468553,-220387,-0.01072104,1.14788539,-0.23264439,0.00071271,-0.01699971,0.00774143,1.14575954,81.096,0.71995,112.342,1.5832,1.49182,1.14283,0.87723,128.442,1.30225,146.389,1.29943,74.783,0.66387,1.00218,1.30839,112.639,0.94201,1.71671,0.86869,0.66535,6.54028,1.37549,1.95643,1.78679,66.717,76.795,14.454,0
2018.11.05,1.1386,1.1402,104637,1.13856,1.14553,1.13717,1.3363,1.3159,42156,1.3336,1.3347,1.3085,1.21703,1.21698,13583,1.21704,1.21735,1.21558,1.16923,1.16859,464,1.16922,1.16934,1.16849,0,0.62007874,0.83217391,0.62385919,0.55158501,0.55158501,0.49329897,0.44162437,0.34561213,0.32606474,0.29099836,0.29764317,0.3110158,0.35783931,0.35717762,0.37316124,0.3724543,0.3843509,0.41252106,0.41542398,0.42942038,0.47291642,0.47464126,0.47464126,0.47295237,0.46619723,0.45984124,1.13779309,1.13991925,1.1525542,1.16110682,1.136336,1.139106,1.1425,1.1457505,1.15095433,1.156564,1.1586885,1.18616815,1.13777627,1.1398734,1.14191178,1.144645,1.14805394,1.15247198,1.16102429,1.16971362,1.13691067,1.137582,1.13933238,1.14215586,1.14538912,1.15138874,1.15555725,1.16830438,1.14240248,1.13936887,1.14422688,1.14716286,1.15027135,1.154112,1.1608705,1.16968763,1.16593987,-0.00596255,-0.0005127,-0.00334032,-0.01064015,-0.00563006,-0.00150975,-0.01163875,-0.01157802,-0.00555889,-0.00517352,-0.00539825,-0.00472628,-0.00413304,0.00500155,0.00543314,-0.00594283,41.59081736,42.18545345,42.80950307,43.3049001,42.95803981,41.5256264,41.34217459,99.32654058,99.31698637,99.18352151,99.2702068,99.22668649,99.91224991,98.33573717,98.88401581,99.0078002,0.00461665,0.00455242,0.00685186,0.00480074,0.00461252,-42.99551146,-123.378443,-147.2962088,-29.72185109,-13.56386761,-99.4923475,-63.73658143,-35.40535582,-13.92834733,-150.83826,1.13889,1.146235,1.139745,-0.00054458,-0.00063588,0.00137278,20.48155097,6.82718366,48.39901478,32.11841492,42.04648118,1.12984878,1.12722452,1.15421074,1.15441268,-325024,-0.00429661,1.14575954,-0.17643988,0.00151539,-0.01612079,0.00784929,1.14553,81.38,0.71897,112.757,1.58278,1.49039,1.14229,0.87409,128.851,1.30594,147.334,1.30214,75.069,0.66328,1.00281,1.30889,113.149,0.94118,1.715,0.86826,0.66514,6.54947,1.37324,1.96146,1.78704,66.738,76.748,14.467,1
2018.11.06,1.14068,1.1386,82090,1.14065,1.14235,1.13524,1.3182,1.3363,39606,1.32,1.3364,1.3189,1.21584,1.21703,18233,1.21584,1.21775,1.2152,1.16937,1.16923,1128,1.16934,1.16941,1.16913,1,0.4186747,0.70170015,0.85027153,0.65511058,0.58484525,0.58484525,0.52717653,0.47528187,0.37689133,0.30159071,0.30159071,0.30790248,0.32089091,0.36642617,0.36575763,0.38132259,0.38060957,0.39220183,0.41967414,0.42250697,0.47681981,0.47681981,0.47517687,0.468479,0.46217755,0.46093628,1.13874539,1.14005212,1.15208737,1.16070173,1.137022,1.138542,1.14131357,1.145332,1.149818,1.1560244,1.1584733,1.1856809,1.13874418,1.14002005,1.14174754,1.14426738,1.1475782,1.15200955,1.16062143,1.16942473,1.13835867,1.13786818,1.13908971,1.14167295,1.14472626,1.15076584,1.15520065,1.16785176,1.14218717,1.1396311,1.14387219,1.1466998,1.14979178,1.15366427,1.16046669,1.16939756,1.16581357,-0.00554512,-0.0004428,-0.00302265,-0.01021108,-0.00522035,-0.0013298,-0.01019857,-0.0101282,-0.0052548,-0.00495666,-0.0056095,-0.00494039,-0.00435413,0.00497913,0.00508091,-0.00552021,43.73773424,43.75213955,44.03291261,44.30489894,44.06197833,43.83782952,43.69082257,99.4429285,99.44898297,99.39355445,99.24554364,99.31972492,100.3016048,98.56475041,99.50799079,99.60008033,0.00419937,0.00393065,0.00662276,0.00398799,0.00418496,-8.83321596,-103.8997129,-128.061351,6.77388578,-21.02415819,-31.33101667,-8.58787692,22.25385273,37.67018889,-58.85221538,1.13785,1.14616,1.13889,0.00008929,-0.00021438,0.0023503,31.52162074,10.50720691,67.41206615,29.49854434,38.69514266,1.12935925,1.12643019,1.15411131,1.15431633,-242934,-0.00610995,1.14553,-0.12564702,0.00261293,-0.014323,0.00757643,1.14553,81.607,0.72096,112.659,1.5814,1.49512,1.14539,0.87447,129.092,1.3086,147.54,1.30367,75.383,0.66611,1.00425,1.31078,113.184,0.94506,1.71193,0.87312,0.66898,6.53711,1.3745,1.95538,1.79125,66.154,76.08,14.231,1
2018.11.07,1.14246,1.14068,87130,1.14262,1.14374,1.1391,1.3082,1.3182,41114,1.3079,1.3291,1.3059,1.21275,1.21584,9261,1.21277,1.21587,1.2127,1.16864,1.16937,1580,1.16865,1.16938,1.16859,1,1,0.79705573,0.84755134,0.89884696,0.7482548,0.68792619,0.68792619,0.63565604,0.58632479,0.34334589,0.34515771,0.34515771,0.35017267,0.36163613,0.40203378,0.40134143,0.41522798,0.41449403,0.42486327,0.44952223,0.48630598,0.48485932,0.47840782,0.47234095,0.4711462,0.48511389,1.14003693,1.140519,1.1517161,1.16034368,1.138658,1.138081,1.14077214,1.145012,1.148683,1.1554872,1.1583109,1.18519285,1.13998279,1.14046368,1.14184253,1.14409525,1.14724799,1.15163506,1.1602618,1.16915643,1.14017133,1.13858055,1.13924257,1.14139943,1.14425155,1.1502339,1.15488355,1.1674217,1.14222127,1.14019688,1.14373097,1.14639696,1.14942519,1.15329079,1.16010656,1.16912818,1.16569681,-0.00499773,-0.00036072,-0.00262816,-0.00957808,-0.00468703,-0.00111416,-0.0085557,-0.00853335,-0.00484654,-0.00464545,-0.00568104,-0.0050974,-0.00452221,0.00488314,0.00462517,-0.0049842,45.57205765,45.09246382,45.08019172,45.16119099,45.10054103,45.81252736,45.89006744,100.2976112,100.3081353,99.66277742,100.1098563,99.88536225,100.7211623,99.34089249,99.59810648,99.25641516,0.00389578,0.00308219,0.006436,0.00312241,0.00392195,27.54148039,-87.96950563,-111.9630414,61.22378228,36.95944286,-62.15273333,24.32937692,63.92173636,86.54913333,-17.49302308,1.14005,1.14616,1.13785,0.00069684,0.00026349,0.00296226,37.01252659,12.33750886,67.96875,25.89441662,34.7635996,1.12907841,1.12617575,1.15378681,1.15397874,-155804,-0.00243138,1.14553,-0.09651024,0.00423069,-0.0111805,0.00777071,1.13017,82.158,0.7244,113.11,1.57647,1.49936,1.14497,0.87196,129.578,1.31265,148.554,1.31004,76.395,0.67357,1.0022,1.31241,113.414,0.95065,1.69492,0.88388,0.67509,6.52578,1.37287,1.94286,1.7966,65.934,75.832,14.749,1
2018.11.08,1.14252,1.14246,136086,1.14248,1.14993,1.1394,1.3129,1.3082,33870,1.3128,1.3244,1.3051,1.21275,1.21275,5426,1.21272,1.21421,1.21252,1.1688,1.16864,2513,1.16881,1.1689,1.16827,0,0.58840304,0.63643997,0.54768786,0.63154797,0.73259291,0.6293578,0.5861244,0.5861244,0.54774832,0.35929675,0.32884728,0.33072615,0.33072615,0.33582513,0.34706977,0.38682624,0.38618524,0.39989768,0.39921689,0.40947122,0.47868177,0.47223712,0.46617855,0.46498566,0.47858519,0.48061677,1.14085129,1.14087555,1.1513539,1.15998994,1.140892,1.138426,1.14058357,1.1445385,1.14764867,1.1549268,1.1581669,1.1846991,1.14082852,1.14083756,1.14193286,1.14394523,1.14694296,1.1512776,1.15991047,1.16889139,1.14145867,1.13938764,1.13947562,1.1411621,1.14385394,1.14972538,1.15457086,1.1669971,1.14225861,1.1406615,1.14360987,1.14612003,1.14907993,1.15293177,1.15975483,1.1688621,1.16558092,-0.00452308,-0.0002948,-0.00229484,-0.00901713,-0.00422577,-0.00093712,-0.00740176,-0.0073545,-0.00446869,-0.00435013,-0.00562626,-0.00515501,-0.0046486,0.00478006,0.00421039,-0.00450266,45.63607003,45.1388487,45.11625236,45.19057524,45.03891423,45.88160184,45.75330609,100.4572152,100.4422172,100.5886984,100.336392,100.462967,100.987316,99.76946453,100.3028787,99.65892933,0.00413148,0.00335463,0.00617463,0.00348974,0.00414052,33.47090675,-84.13557391,-108.6326165,76.63012118,105.8402373,-44.341355,39.1808044,107.1367964,120.753644,-91.07293846,1.14005,1.14616,1.14005,0.0011236,0.00106902,0.00268882,45.51207542,15.17069181,69.16228248,25.77726364,31.31567963,1.12890245,1.12595148,1.15279406,1.15297057,-291890,-0.0022669,1.13017,-0.0596089,0.00413468,-0.00948765,0.00772786,1.1305652,82.604,0.72744,113.259,1.56981,1.4981,1.14491,0.87041,129.672,1.31362,149.008,1.31234,77.046,0.67842,1.00174,1.3111,113.559,0.95378,1.68264,0.88948,0.67866,6.52673,1.37126,1.93325,1.79865,66.699,76.984,14.738,0
2018.11.09,1.13626,1.14252,106977,1.13628,1.14462,1.13507,1.3197,1.3129,19603,1.3198,1.3205,1.309,1.2141,1.21275,11011,1.21409,1.21485,1.21257,1.16941,1.1688,2348,1.16942,1.16943,1.16856,0,0,0.44182727,0.49220779,0.43739181,0.52392578,0.63754647,0.55790501,0.52366412,0.52366412,0.37300885,0.34641463,0.3180232,0.31994395,0.31994395,0.32508931,0.33615641,0.37538149,0.37477782,0.38834148,0.38769943,0.46737817,0.46132745,0.46013627,0.47344956,0.47543768,0.46047826,1.13932752,1.14003999,1.15076277,1.15952044,1.140104,1.13832,1.13949857,1.143435,1.146725,1.1543226,1.1579321,1.18412625,1.13930568,1.14000527,1.14117648,1.1432133,1.14625374,1.15068868,1.15944215,1.1685667,1.13991467,1.13899382,1.13889914,1.14037367,1.14311918,1.14899335,1.15413706,1.16651512,1.14150879,1.1397812,1.14287489,1.14541574,1.14843894,1.15237604,1.15928493,1.16853608,1.16543432,-0.00459425,-0.00030864,-0.00233955,-0.00918709,-0.00429241,-0.00096687,-0.00826035,-0.00821495,-0.00452566,-0.00440595,-0.00554883,-0.00516091,-0.00473122,0.00488241,0.00426724,-0.00457345,40.33341482,41.3065215,42.11118762,42.71996694,42.37941002,40.13339482,40.0595474,99.70691471,99.67018701,100.2267891,100.1358588,100.1814938,99.65444659,98.68079378,99.90679844,99.06797911,0.00379859,0.00340428,0.00568649,0.00347033,0.00382014,-67.5909362,-120.6768368,-146.9218018,-54.24818489,-9.60115178,-95.2986775,-53.72361429,-42.92695255,-49.68487333,-83.19519,1.14005,1.14616,1.14005,0.00097538,0.00124141,0.00094686,41.50867285,13.83622428,50.91986917,23.72908205,29.76885274,1.12876255,1.12560351,1.15188995,1.15207802,-398867,-0.00582734,1.1305652,-0.0123529,0.00249389,-0.00966062,0.00742929,1.1309525,82.733,0.72537,113.332,1.56564,1.49454,1.14289,0.86974,129.596,1.31343,148.947,1.30598,76.995,0.67505,1.00586,1.3154,114.057,0.95417,1.68172,0.88784,0.67896,6.56107,1.37523,1.93298,1.79605,65.987,76.483,14.574,0
2018.11.12,1.1323,1.13626,102213,1.13346,1.13683,1.13158,1.301,1.3197,29223,1.3001,1.3296,1.298,1.21617,1.2141,16016,1.21617,1.21634,1.21222,1.16965,1.16941,2618,1.16963,1.16978,1.16889,0,0,0,0.25684647,0.29737152,0.27644055,0.35099771,0.46363882,0.42003429,0.4003268,0.33763893,0.33555578,0.3138788,0.29038925,0.29238518,0.29238518,0.29758511,0.30814338,0.34580242,0.34529008,0.35839829,0.44785365,0.44666841,0.45920315,0.46107318,0.4461813,0.4461813,1.13737168,1.13884363,1.15008423,1.15900439,1.138844,1.13759,1.13849714,1.1423545,1.14574767,1.1537794,1.1575922,1.18356945,1.13697046,1.13860432,1.13999295,1.14217394,1.1453535,1.14996755,1.15890468,1.16820583,1.13731333,1.13789927,1.13793933,1.13931319,1.14218854,1.14812972,1.1536295,1.16599943,1.14035769,1.13828496,1.1418174,1.1444789,1.14763199,1.15170684,1.15874523,1.16817372,1.16526865,-0.0048226,-0.00034289,-0.00248945,-0.00957443,-0.00451059,-0.00105165,-0.00943131,-0.00970458,-0.0047849,-0.00462898,-0.0054688,-0.00516521,-0.00478775,0.0050889,0.00453957,-0.00489269,37.38891149,39.09625564,40.3406181,41.24437964,41.23102225,36.97740365,37.75796136,99.5647395,99.67287501,99.58216538,99.60916181,99.59563053,99.44668892,98.77695582,99.35942436,99.50399874,0.00394275,0.00381004,0.00569099,0.00382258,0.00384501,-130.1362818,-138.7366704,-167.6882228,-123.1728045,-131.6414348,-48.1252875,-81.15262912,-91.24833273,-96.579928,-106.2228946,1.13571,1.14182,1.14005,0.00057611,0.00078318,-0.00091747,31.30948947,10.43649649,27.62473512,20.79786997,30.8554025,1.12774411,1.1251832,1.15117622,1.15138741,-501080,-0.00825487,1.1309525,-0.00672993,0.00050329,-0.01053382,0.007895,1.14993,82.149,0.72186,113.161,1.5675,1.49475,1.13848,0.87635,128.869,1.29824,146.998,1.29152,76.536,0.67257,1.00491,1.3201,113.815,0.95298,1.68171,0.88779,0.67563,6.58763,1.37812,1.91896,1.77944,65.746,76.043,14.459,0
2018.11.13,1.12166,1.1323,123422,1.12172,1.13299,1.12149,1.2925,1.301,37902,1.2922,1.3052,1.2865,1.21674,1.21617,14738,1.21674,1.21706,1.21532,1.17061,1.16965,2136,1.17061,1.17084,1.16964,0,0,0,0,0.25684647,0.29737152,0.27644055,0.35099771,0.46363882,0.42003429,0.35857082,0.33763893,0.33555578,0.3138788,0.29038925,0.29238518,0.29238518,0.29758511,0.30814338,0.34580242,0.34529008,0.44666841,0.45920315,0.46107318,0.4461813,0.4461813,0.4461813,1.13215446,1.13573024,1.1489719,1.15826608,1.13504,1.136031,1.13668214,1.140544,1.14454533,1.1529796,1.1571066,1.1829947,1.13186697,1.13552353,1.13754856,1.14022023,1.14382488,1.14885745,1.15816716,1.16774269,1.13158533,1.13500291,1.13569438,1.13734229,1.14063449,1.14687013,1.15291797,1.16538342,1.13802048,1.13495997,1.13980166,1.14284898,1.14633339,1.15070528,1.15800353,1.16770858,1.1650506,-0.00588308,-0.0004892,-0.00319745,-0.0111196,-0.00553069,-0.00143284,-0.01325504,-0.01341835,-0.00563496,-0.00534325,-0.00545563,-0.00522153,-0.00488473,0.00561005,0.00543953,-0.00593582,30.89575915,33.95722792,36.09327807,37.6314868,36.9126317,30.12313432,30.02412174,98.88739994,98.89181779,99.49592968,98.8959533,99.1965645,98.33257355,97.78479081,98.62914926,98.61708207,0.00614072,0.00611971,0.0071881,0.00620547,0.00607037,-254.3596389,-193.2163656,-228.1003321,-224.6387833,-221.6672749,-161.7856717,-286.6645486,-358.8662953,-396.2120471,-165.10066,1.13571,1.14182,1.13571,-0.00048018,0.00015979,-0.0039732,13.19358816,4.39786272,5.38523925,21.37532333,31.79707896,1.12512135,1.12301804,1.1500401,1.1502459,-624502,-0.01575703,1.14993,-0.0521542,-0.00161555,-0.01223509,0.00774786,1.1493612,81.624,0.71714,112.583,1.56331,1.48546,1.13414,0.87283,127.701,1.29859,146.212,1.28466,76.36,0.67076,1.01075,1.32432,113.827,0.9497,1.67103,0.88827,0.6779,6.64757,1.38325,1.9139,1.7754,65.346,75.659,14.489,1
2018.11.14,1.12891,1.12166,140964,1.12893,1.12931,1.12161,1.2956,1.2925,32722,1.296,1.2998,1.2895,1.2163,1.21674,23249,1.21631,1.2181,1.21474,1.17086,1.17061,1940,1.17086,1.17089,1.17043,1,1,0.34819121,0.28413284,0.23133047,0.39267548,0.42001295,0.39530631,0.44827586,0.53185465,0.40176577,0.39334205,0.37155615,0.36938043,0.34665839,0.32186651,0.32351261,0.32351261,0.32795828,0.33762948,0.37222722,0.4677585,0.46963312,0.45521688,0.45521688,0.45521688,0.45379503,1.13107964,1.13449384,1.14818595,1.15768517,1.13233,1.135494,1.13595643,1.139125,1.143688,1.1523996,1.1567501,1.1824517,1.13088131,1.13432107,1.13639675,1.13914306,1.14286263,1.1480752,1.15758781,1.1673563,1.129542,1.13370818,1.1346581,1.13623429,1.13962576,1.14592623,1.15235962,1.16484526,1.13688167,1.13374998,1.13871249,1.14185334,1.14546222,1.14997877,1.15742166,1.1673206,1.1648699,-0.00607174,-0.00050533,-0.00329921,-0.01150008,-0.0057074,-0.00147954,-0.01341433,-0.01349426,-0.00580239,-0.00550707,-0.00540477,-0.00525353,-0.00496798,0.00580896,0.00559754,-0.0061071,38.67138778,39.64727011,40.5369959,41.2585459,40.85772498,38.48980911,38.37268465,99.78432846,99.78521426,99.41459206,99.24259182,99.32881167,98.81396285,99.10804428,99.52657192,99.02547279,0.00658047,0.00647509,0.00723087,0.00671684,0.00652281,-105.1185447,-140.2449917,-174.7375149,-90.82346225,-142.5469393,-130.50917,-155.2772677,-185.4573644,-209.8797333,-92.38563692,1.13571,1.14182,1.13571,-0.00070232,-0.00056506,-0.00305693,14.3006263,4.76687543,12.69440383,21.87578291,29.77319951,1.12495503,1.1221814,1.1481864,1.14832052,-483538,-0.01444888,1.1493612,-0.09826765,-0.00274852,-0.01391494,0.007805,1.14880378,82.132,0.72167,112.985,1.56344,1.49429,1.13692,0.86997,128.448,1.30607,147.565,1.29736,76.939,0.67604,1.00667,1.3237,113.802,0.95532,1.66845,0.89481,0.68052,6.60698,1.37938,1.91665,1.78643,65.173,75.387,14.427,1
2018.11.15,1.13092,1.12891,121019,1.1309,1.1347,1.12628,1.2921,1.2956,36165,1.2914,1.3042,1.2876,1.21462,1.2163,9838,1.21462,1.21639,1.21443,1.17085,1.17086,1687,1.17086,1.17124,1.17066,1,1,1,0.4057715,0.33659013,0.27782258,0.42207164,0.44688079,0.42174293,0.47036839,0.41154894,0.41116113,0.40235807,0.38038591,0.37818961,0.35523093,0.33013576,0.33169395,0.33169395,0.33594927,0.34539345,0.47196714,0.45767921,0.45767921,0.45767921,0.4562702,0.44987162,1.13101976,1.13384041,1.14750807,1.15715477,1.13001,1.135451,1.13549929,1.138169,1.14313167,1.1517584,1.1565089,1.18197545,1.13089421,1.13370269,1.13566652,1.13835992,1.14209214,1.14740245,1.15705974,1.16699375,1.129072,1.13287655,1.13398657,1.13545286,1.13880202,1.14508389,1.15184813,1.16433251,1.13613646,1.13318398,1.13793324,1.14107239,1.14473511,1.14934348,1.15689162,1.16695659,1.16470015,-0.0059932,-0.00048428,-0.00321986,-0.01151368,-0.00562633,-0.00142884,-0.01271899,-0.01273383,-0.00575475,-0.00549371,-0.00538559,-0.0052338,-0.00501522,0.00589793,0.00552546,-0.00601135,40.65490915,41.12752642,41.70757,42.22222265,41.88742382,40.61283268,40.46278681,99.1861077,99.1808742,99.32771932,99.5624232,99.44449576,98.98470049,99.43727359,99.96199231,99.44775673,0.00673471,0.00650383,0.00696142,0.00699483,0.00668642,-63.64719398,-122.403139,-156.3561285,-53.39858619,-68.78995632,-63.33327667,-87.91830868,-104.07634,-125.9673324,-85.08566615,1.13571,1.14182,1.13571,-0.00062576,-0.00062848,-0.00122064,20.01875293,6.67291764,21.34733158,19.5406883,26.99799324,1.12450264,1.12176045,1.14644755,1.14647067,-362519,-0.0090419,1.14880378,-0.08733368,-0.00249049,-0.01469924,0.007855,1.1482575,82.157,0.72315,112.821,1.56296,1.49735,1.13774,0.8703,128.447,1.30714,147.528,1.29883,77.218,0.67956,1.00623,1.32395,113.606,0.95765,1.66258,0.89992,0.68367,6.59563,1.37893,1.90981,1.78995,65.571,75.297,14.139,1
2018.11.16,1.13251,1.13092,123447,1.13254,1.1362,1.127,1.2955,1.2921,32024,1.2959,1.3063,1.2896,1.21373,1.21462,4752,1.21373,1.21493,1.21365,1.17138,1.17085,5347,1.17138,1.17165,1.17054,1,1,1,1,0.55667838,0.48266667,0.41432309,0.51291814,0.53066038,0.50511349,0.44146026,0.4451581,0.44476256,0.43472964,0.41220899,0.40995051,0.38626145,0.36019877,0.36145135,0.36145135,0.36504207,0.46696283,0.46696283,0.46696283,0.46560171,0.45942212,0.45159816,1.13152651,1.13360397,1.14692108,1.15666735,1.12926,1.134682,1.13499286,1.1375365,1.142506,1.151166,1.1562667,1.18151505,1.13143281,1.13348584,1.13524565,1.13780278,1.14147394,1.14681843,1.1565736,1.16665062,1.12990533,1.13234182,1.133588,1.1349139,1.13811675,1.14432905,1.15137291,1.16384032,1.13568315,1.13304918,1.13739092,1.14046079,1.14412386,1.14878236,1.15640399,1.16661212,1.1645392,-0.00573255,-0.00044035,-0.00302159,-0.01126667,-0.00537028,-0.00131651,-0.01159009,-0.01157757,-0.00556105,-0.0053565,-0.00536316,-0.00521926,-0.00501055,0.00590359,0.00530042,-0.00574099,42.23826406,42.30580925,42.63804739,42.98760822,42.74797155,42.3091247,42.21964526,99.46513262,99.47126194,99.18552984,99.10567461,99.14574846,99.6699699,99.37785188,99.32555692,99.84571847,0.00646134,0.00634965,0.00690336,0.00676717,0.00642636,-35.08984454,-107.9689612,-141.5113474,-29.861001,-43.85123847,-18.0026875,-48.36137967,-68.32230327,-62.381884,-44.06108308,1.13571,1.14182,1.13571,-0.00037783,-0.00046864,0.00060815,32.70042194,10.90014065,41.69780302,18.34296509,25.04282229,1.12405321,1.12120196,1.1450856,1.14510949,-239072,-0.00792448,1.1482575,-0.05448379,-0.00050541,-0.01347753,0.00816214,1.14772215,82.659,0.72748,112.845,1.55627,1.4925,1.13968,0.88675,128.727,1.28406,145.136,1.27723,77.57,0.68263,1.00591,1.31822,113.627,0.95858,1.6578,0.89951,0.68712,6.58467,1.37448,1.86948,1.75357,65.477,75.08,13.96,1
2018.11.19,1.14125,1.13251,99347,1.14144,1.14198,1.1321,1.3015,1.2955,27367,1.3006,1.3042,1.2911,1.21196,1.21373,9913,1.21196,1.21373,1.21145,1.17146,1.17138,8050,1.17146,1.17238,1.1705,1,1,1,1,1,0.62890769,0.55736636,0.48843188,0.56529126,0.57947875,0.47591654,0.4650343,0.46842753,0.46802876,0.45726111,0.43447038,0.43217961,0.40809444,0.38147425,0.38252384,0.38252384,0.47386576,0.47386576,0.47253971,0.46652044,0.45890205,0.45513442,1.134831,1.13502871,1.14670614,1.15636582,1.13105,1.134947,1.13527857,1.1370265,1.14214933,1.150896,1.1560035,1.1810978,1.1347052,1.13489751,1.13604623,1.13813109,1.14145949,1.14660006,1.15627017,1.16639788,1.133902,1.133536,1.13442229,1.13526757,1.13803572,1.14394019,1.15107555,1.16343967,1.13637901,1.13468935,1.13777683,1.14051716,1.14398016,1.14853128,1.15610091,1.1663585,1.16442275,-0.00475303,-0.000301,-0.00234489,-0.01000911,-0.00442211,-0.0009513,-0.00819244,-0.00820737,-0.00479104,-0.00473822,-0.00527942,-0.00514248,-0.00496358,0.00559653,0.00446456,-0.00476654,50.08208144,48.29366989,47.44176544,46.98139865,47.15222186,50.65299921,50.71854381,100.0499702,100.0692588,99.96761063,99.7234065,99.84588973,100.7904266,100.3517257,100.232742,100.8909631,0.00655966,0.00655947,0.00714385,0.00670951,0.00653786,79.573577,-55.21781441,-87.26416908,69.19507453,36.12116105,83.45148,92.45821352,119.6860404,139.9247302,54.64085,1.13571,1.14182,1.13571,0.00051288,0.00012628,0.0036789,47.3628692,15.78762307,68.53799186,19.82690487,24.76138932,1.12499322,1.12129477,1.14364503,1.14366507,-139725,-0.00375527,1.14772215,-0.02157335,0.00285199,-0.01001671,0.00833,1.14719751,82.422,0.73072,112.725,1.56101,1.50126,1.14149,0.88843,128.721,1.28489,144.866,1.28454,77.401,0.68617,1.00041,1.3152,112.783,0.96131,1.66164,0.90242,0.68624,6.53606,1.37274,1.87035,1.76299,65.471,75.526,13.98,1
